ID,Pred,Season,Team1,Team2,deltaSeed,deltaWinPct,deltaPointsFor,deltaPointsAgainst,deltaFGM,deltaFGA,deltaFGM3,deltaFGA3,deltaFTM,deltaFTA,deltaOR,deltaDR,deltaAst,deltaTO,deltaStl,deltaBlk,deltaPF
2019_1101_1276,0.5,2019,1101,1276,13,-0.030425963488843744,1.341784989858013,6.337728194726168,-0.4198782961460452,-1.9645030425963483,-0.8174442190669371,-4.103448275862068,2.998985801217037,3.598377281947263,0.7748478701825547,-3.662271805273832,0.6501014198782968,2.8316430020283967,1.8529411764705879,-1.654158215010142,5.049695740365111
2019_1101_1277,0.5,2019,1101,1277,13,-0.030425963488843744,-7.099391480730233,-0.6328600405679481,-2.419878296146045,-1.9350912778904714,-1.0527383367139969,-2.7210953346855966,-1.2068965517241388,-0.9310344827586192,-1.7545638945233275,-7.191683569979716,-4.320486815415821,-1.1977687626774856,2.764705882352941,-2.918864097363083,2.2261663286004065
2019_1101_1278,0.5,2019,1101,1278,5,0.17545638945233266,0.9300202839756508,-4.279918864097354,0.6389452332657193,-1.2880324543610584,2.0060851926977685,2.60243407707911,-2.353955375253552,-4.695740365111561,-2.3722109533468565,-2.691683569979716,-0.2616632860040564,-0.3448275862068968,3.2058823529411766,-1.4482758620689653,2.9614604462474645
2019_1101_1279,0.5,2019,1101,1279,7,0.1681034482758621,-3.682112068965523,-5.478448275862064,-1.1239224137931032,-2.3836206896551744,-0.9148706896551726,-3.8846982758620676,-0.5193965517241388,0.7877155172413808,-0.774784482758621,-1.5721982758620676,0.2769396551724146,-1.0010775862068968,0.6875,-1.0732758620689653,1.044181034482758
2019_1101_1280,0.5,2019,1101,1280,10,0.09613375130616508,-5.609195402298852,-5.224660397074189,-2.2612330198537087,-3.243469174503659,-1.3646812957157781,-3.8913270637408566,0.27795193312434563,0.15987460815047072,-2.597701149425287,-1.2246603970741887,0.3782654127481724,-1.6478578892371996,-0.09090909090909172,-2.417972831765935,2.047021943573668
2019_1101_1285,0.5,2019,1101,1285,0,0.0431034482758621,-4.869612068965523,-4.353448275862064,-2.592672413793103,-1.3836206896551744,-1.0086206896551726,-2.7596982758620676,1.3243534482758612,1.1314655172413808,0.318965517241379,-1.9159482758620676,0.02693965517241459,-0.3448275862068968,1.625,-0.2607758620689653,-0.08081896551724199
2019_1101_1293,0.5,2019,1101,1293,3,-0.06896551724137923,-9.862068965517253,-3.4827586206896513,-4.172413793103448,-5.241379310344833,-0.4482758620689653,-3.4482758620689644,-1.0689655172413808,-0.9655172413793096,-1.862068965517242,-3.8620689655172384,-2.6551724137931014,-0.6206896551724146,0.7586206896551726,-1.862068965517241,2.862068965517242
2019_1101_1295,0.5,2019,1101,1295,-1,0.2769744160177976,-0.5661846496106904,-8.845383759733025,0.764182424916573,0.5317018909899858,-2.4682981090100107,-7.4582869855394875,0.3737486095661833,1.5205784204671886,2.488320355951056,-1.2969966629588434,3.2981090100111246,1.0100111234705231,3.258064516129032,0.0678531701890992,4.008898776418242
2019_1101_1297,0.5,2019,1101,1297,1,0.0431034482758621,-6.057112068965523,-5.134698275862064,-2.248922413793103,-2.8836206896551744,-1.5398706896551726,-5.228448275862068,-0.01939655172413879,-1.5560344827586192,-1.368534482758621,-2.9784482758620676,-2.5043103448275854,-0.6885775862068968,2.09375,-1.2920258620689653,0.04418103448275801
2019_1101_1300,0.5,2019,1101,1300,-1,0.2931034482758621,4.024137931034474,-2.970114942528724,1.078160919540231,0.3080459770114956,0.9747126436781608,-1.203448275862069,0.8931034482758609,0.7356321839080486,-2.464367816091954,-2.036781609195401,0.18735632183908102,-3.844827586206897,2.7333333333333334,-0.014942528735632177,1.104597701149423
2019_1101_1305,0.5,2019,1101,1305,8,-0.08568443051201668,-8.942528735632195,-1.7701149425287355,-2.079414838035529,-3.667711598746081,-1.6071055381400203,-6.285266457680251,-3.1765935214211076,-4.900731452455588,-0.23406478578892376,-5.16405433646813,-0.34900731452455425,1.412748171368861,1.8181818181818183,-1.3573667711598745,2.0773249738766957
2019_1101_1308,0.5,2019,1101,1308,3,-0.0818965517241379,-5.932112068965523,0.08405172413793593,-1.9989224137931032,-4.039870689655174,-2.1336206896551726,-8.634698275862068,0.1993534482758612,-1.1185344827586192,-3.556034482758621,-2.2284482758620676,0.12068965517241459,-0.3760775862068968,2.46875,0.0829741379310347,1.044181034482758
2019_1101_1314,0.5,2019,1101,1314,14,-0.025078369905956133,-14.336468129571585,-8.042842215256002,-5.655172413793103,-11.63740856844305,-1.5161964472309304,-5.0731452455590365,-1.5099268547544415,-1.567398119122256,-3.9916405433646815,-7.588296760710552,-4.379310344827585,-1.4054336468129573,0.8181818181818183,-0.9937304075235107,1.9864158829676057
2019_1101_1318,0.5,2019,1101,1318,2,0.09613375130616508,-4.366771159874617,-5.37617554858933,-0.8369905956112866,0.9686520376175523,-2.5161964472309304,-6.25496342737722,-0.17659352142110762,0.46290491118077526,2.0992685475444093,-1.8913270637408566,0.28735632183908066,0.412748171368861,1.8484848484848486,0.4002089864158833,3.137931034482758
2019_1101_1326,0.5,2019,1101,1326,4,0.2173458725182863,2.0877742946708366,-1.3155694879832822,1.1933124346917445,-0.03134796238244775,-0.30407523510971846,-3.0731452455590365,0.005224660397074032,0.2810867293625918,-0.3249738766980155,-2.467084639498431,0.3782654127481724,-0.8902821316614418,2.090909090909091,0.03657262277951956,1.228840125391848
2019_1101_1328,0.5,2019,1101,1328,6,0.1993534482758621,0.5678879310344769,-3.322198275862064,-0.5926724137931032,-3.0086206896551744,0.6163793103448274,-0.4471982758620676,1.1368534482758612,0.7564655172413808,-0.149784482758621,-5.478448275862068,1.9331896551724146,-0.5323275862068968,2.0625,-0.5420258620689653,3.387931034482758
2019_1101_1330,0.5,2019,1101,1330,1,0.028397565922920975,5.547667342799187,4.043610547667349,1.6683569979716033,-2.3762677484787034,-0.34685598377281934,-2.6034482758620676,2.5578093306288032,2.0395537525354968,-2.931034482758621,-4.044624746450303,1.8265720081135903,-0.08012170385395478,2.4117647058823533,-2.00709939148073,2.667342799188642
2019_1101_1332,0.5,2019,1101,1332,3,0.13596059113300496,1.2384236453201964,1.9536945812807929,0.030541871921183628,-1.072906403940891,-0.35862068965517224,-3.24630541871921,1.5359605911330032,2.011822660098524,-0.6453201970443345,-1.817733990147783,1.2778325123152712,-0.1448275862068975,0.22857142857142865,-1.676847290640394,1.3665024630541858
2019_1101_1341,0.5,2019,1101,1341,-1,0.15673981191222575,-3.1243469174503673,-7.830721003134798,-0.17032392894461879,-3.3646812957157834,1.0595611285266457,-0.7701149425287355,-3.8432601880877755,-6.809822361546498,-2.143155694879834,0.9268547544409635,2.317659352142112,-0.9508881922675023,-0.8181818181818183,0.9456635318704287,-2.5590386624869375
2019_1101_1345,0.5,2019,1101,1345,12,0.0743534482758621,-4.463362068965523,-1.915948275862064,-1.4364224137931032,-4.758620689655174,-2.4773706896551726,-7.790948275862068,0.8868534482758612,1.4439655172413808,-3.149784482758621,-1.6659482758620676,0.1831896551724146,0.9676724137931032,1.5,-1.4795258620689653,1.637931034482758
2019_1101_1371,0.5,2019,1101,1371,5,0.18704284221525602,-2.215256008359461,-6.5882967607105485,-0.8066875653082555,-4.122257053291541,0.2413793103448274,-2.7398119122257043,-0.8432601880877755,-1.597701149425287,-1.5673981191222577,-2.3155694879832787,1.0752351097178696,-0.7690700104493207,1.0,-1.3573667711598745,0.3803552769070002
2019_1101_1385,0.5,2019,1101,1385,4,0.15673981191222575,-5.791013584117039,-9.891327063740846,-2.594566353187041,-6.304075235109721,-1.2737722048066882,-4.679205851619642,0.6718913270637401,0.9780564263322908,1.4326018808777423,-2.0125391849529777,0.5903866248693834,1.29153605015674,-0.8181818181818183,-0.7816091954022988,0.07732497387669568
2019_1101_1387,0.5,2019,1101,1387,2,0.13596059113300496,4.666995073891613,1.1536945812807957,1.4591133004926107,-1.9014778325123203,1.4985221674876845,0.2679802955665025,0.2502463054187185,-3.5881773399014776,-4.75960591133005,-3.0463054187192107,1.649261083743843,-1.0591133004926103,0.9142857142857146,-1.5054187192118222,1.652216748768474
2019_1101_1388,0.5,2019,1101,1388,4,0.12643678160919547,-1.1849529780564296,0.5329153605015762,-1.20062695924765,-0.8192267502612367,-0.18286311389759646,-0.7398119122257043,1.3991640543364667,2.432601880877744,-0.7492163009404393,-2.0125391849529777,4.560083594566354,1.079414838035527,2.0,0.006269592476489283,2.168234064785789
2019_1101_1393,0.5,2019,1101,1393,7,0.18704284221525602,1.9968652037617431,-0.8004179728317666,1.496342737722049,-1.0010449320794166,-0.698014629049112,-5.194357366771158,-0.2978056426332305,-1.6280041797283147,-1.7189132706374082,-1.1034482758620676,2.6206896551724146,-0.7993730407523518,-0.2727272727272734,-2.2361546499477534,1.7136886102403324
2019_1101_1396,0.5,2019,1101,1396,4,0.0743534482758621,-3.119612068965523,-6.259698275862064,-1.0614224137931032,-4.977370689655174,-0.2586206896551726,-3.7909482758620676,-0.7381465517241388,-0.8060344827586192,-0.649784482758621,-1.6659482758620676,0.1519396551724146,0.4989224137931032,-0.65625,0.3017241379310347,1.669181034482758
2019_1101_1397,0.5,2019,1101,1397,13,-0.05538140020898641,-9.942528735632195,-4.5882967607105485,-4.352142110762799,-4.728317659352143,0.33228840125391823,-0.19435736677115756,-1.570532915360502,-0.9613375130616504,-1.2037617554858944,-4.012539184952978,-3.4702194357366754,0.47335423197492155,2.121212121212121,-2.721003134796238,1.6227795193312424
2019_1101_1403,0.5,2019,1101,1403,12,-0.0193965517241379,-1.3696120689655231,5.615301724137936,-0.8114224137931032,-0.22737068965517437,-0.008620689655172598,-0.8221982758620676,0.2618534482758612,0.4752155172413808,0.225215517241379,-2.5409482758620676,0.5894396551724146,-0.7198275862068968,0.625,-2.3545258620689653,1.356681034482758
2019_1101_1414,0.5,2019,1101,1414,2,-0.0598377281947261,-0.7464503042596391,1.278904665314407,-1.5963488843813387,-3.7292089249492903,0.44726166328600403,0.014198782961461376,1.998985801217037,2.216024340770794,-2.5780933062880322,-5.485801217038539,1.3853955375253566,0.12576064908722095,2.5,-1.7129817444219064,0.637931034482758
2019_1101_1416,0.5,2019,1101,1416,6,0.05116796440489435,-0.4048943270300356,0.6062291434927687,0.6674082313681886,1.9510567296996655,0.4349276974416014,-0.32925472747497153,-2.174638487208009,-5.672969966629587,-0.737486095661847,-4.038932146829808,1.3626251390433826,-0.2480533926585089,2.258064516129032,-1.9321468298109004,2.234705228031146
2019_1101_1429,0.5,2019,1101,1429,7,-0.025078369905956133,-7.306165099268554,-2.1943573667711576,-2.2612330198537087,-2.879832810867299,-0.6374085684430515,-3.16405433646813,-2.1462904911180782,-2.2340647857889238,-1.5370950888192265,-6.557993730407521,-2.4702194357366754,-0.8902821316614418,1.878787878787879,-1.7210031347962378,0.5015673981191213
2019_1101_1433,0.5,2019,1101,1433,7,0.0118534482758621,0.2866379310344769,3.302801724137936,0.3135775862068968,-1.3523706896551744,0.0851293103448274,-4.384698275862068,-0.4256465517241388,-1.3060344827586192,-1.774784482758621,-3.0409482758620676,0.7456896551724146,-2.344827586206897,0.03125,-1.9795258620689653,-0.674568965517242
2019_1101_1436,0.5,2019,1101,1436,2,-0.0193965517241379,-0.6821120689655231,2.052801724137936,0.5323275862068968,0.4288793103448256,-0.5711206896551726,-3.2284482758620676,-1.1756465517241388,-0.8060344827586192,0.131465517241379,-2.8221982758620676,3.1206896551724146,0.6551724137931032,2.59375,-1.3857758620689653,2.544181034482758
2019_1101_1437,0.5,2019,1101,1437,9,0.057809330628803224,-2.746450304259639,-2.191683569979716,0.6389452332657193,-0.9939148073022324,-3.3762677484787016,-11.191683569979716,-0.6480730223123743,-0.7839756592292062,-1.431034482758621,-2.015212981744419,0.3559837728194726,0.36105476673427894,2.5882352941176467,-0.47768762677484755,2.7261663286004065
2019_1101_1438,0.5,2019,1101,1438,14,-0.1131465517241379,-0.11961206896552312,9.834051724137936,-0.2801724137931032,1.6476293103448256,-1.2273706896551726,-1.8221982758620676,1.6681034482758612,2.818965517241381,0.193965517241379,-2.8534482758620676,0.12068965517241459,2.623922413793103,2.375,-1.2607758620689653,4.481681034482758
2019_1101_1439,0.5,2019,1101,1439,11,0.0431034482758621,-2.275862068965523,2.802801724137936,-0.4051724137931032,1.0851293103448256,-2.3523706896551726,-5.447198275862068,0.8868534482758612,2.037715517241381,0.162715517241379,-0.7909482758620676,-0.7230603448275854,0.2801724137931032,1.34375,0.2392241379310347,3.856681034482758
2019_1101_1449,0.5,2019,1101,1449,6,0.028397565922920975,1.9006085192697668,0.514198782961472,0.7860040567951323,0.9766734279918836,-0.22920892494929035,-2.691683569979716,0.5578093306288032,0.010141987829616284,-0.40162271805273875,0.7789046653144034,2.944219066937121,-1.6977687626774856,-1.0,-3.183569979716024,0.7261663286004065
2019_1101_1458,0.5,2019,1101,1458,10,0.09613375130616508,2.6635318704284145,3.472309299895514,-0.5339602925809821,-1.879832810867299,0.1201671891327063,-0.5579937304075209,3.6112852664576796,3.3719958202716835,0.9174503657262267,-4.16405433646813,1.8631138975966568,2.1097178683385582,2.878787878787879,-1.6603970741901772,4.0773249738766975
2019_1101_1459,0.5,2019,1101,1459,8,-0.0735632183908046,-9.475862068965526,-2.6367816091953955,-3.955172413793104,-4.858620689655176,-3.6252873563218397,-7.2367816091954005,2.0597701149425287,2.435632183908048,-1.2310344827586217,-1.5367816091954012,-0.0793103448275847,0.4218390804597707,1.8666666666666663,-0.38160919540229843,1.637931034482758
2019_1101_1463,0.5,2019,1101,1463,1,0.0431034482758621,-9.168719211822662,-8.817733990147772,-4.476600985221676,-4.8657635467980285,-0.5443349753694582,-1.9248768472906406,0.3288177339901477,0.7118226600985231,0.3903940886699502,-6.924876847290641,-2.3793103448275854,-1.5948275862068968,2.25,-1.7697044334975365,2.137931034482758
2019_1113_1120,0.5,2019,1113,1120,6,-0.047794117647058876,-1.069852941176464,4.474264705882348,-0.435661764705884,-0.972426470588232,-4.161764705882353,-8.720588235294116,3.9632352941176467,7.170955882352942,0.420955882352942,5.8713235294117645,-0.8180147058823533,1.4466911764705888,-3.0753676470588243,-1.5459558823529411,1.523897058823529
2019_1113_1124,0.5,2019,1113,1124,2,0.09375,6.15625,5.875,1.09375,1.5625,-0.6875,-2.125,4.65625,7.03125,-1.21875,3.21875,-0.25,0.3125,0.09375,-1.53125,1.125
2019_1113_1125,0.5,2019,1113,1125,0,-0.14583333333333337,-9.05416666666666,-1.6041666666666714,-5.072916666666668,-4.264583333333334,-3.116666666666667,-6.716666666666665,4.208333333333334,8.006250000000001,3.2562499999999996,-1.8541666666666679,-6.006250000000001,1.9937500000000004,-0.44791666666666696,-0.5812499999999998,4.206250000000001
2019_1113_1133,0.5,2019,1113,1133,-4,0.1117424242424242,11.44886363636364,7.880681818181813,3.563446969696969,6.1657196969696955,0.34090909090909083,2.492424242424242,3.9810606060606055,6.542613636363637,3.125946969696969,2.72159090909091,1.5331439393939394,1.048295454545455,1.0672348484848486,-0.5388257575757578,2.3001893939393945
2019_1113_1138,0.5,2019,1113,1138,5,-0.22159090909090906,-7.005681818181813,2.0625,-3.6789772727272734,-6.288825757575751,-2.4469696969696972,-7.628787878787879,2.799242424242424,4.724431818181817,-0.41950757575757613,-0.7026515151515156,-3.0426136363636367,1.8664772727272734,-1.0236742424242422,-0.8721590909090908,1.5729166666666679
2019_1113_1153,0.5,2019,1113,1153,4,-0.13602941176470584,6.106617647058826,10.856617647058826,1.7702205882352935,2.027573529411768,0.6029411764705879,2.25,1.9632352941176467,4.023897058823529,-0.6672794117647065,4.4007352941176485,0.1525735294117645,3.0643382352941178,0.04227941176470562,-1.28125,3.8474264705882355
2019_1113_1159,0.5,2019,1113,1159,-4,-0.009469696969697017,2.2973484848484844,2.9715909090909065,-0.5274621212121211,2.7717803030303045,-1.8409090909090917,-2.0227272727272734,5.193181818181818,9.512310606060606,2.580492424242424,2.054924242424242,-2.1032196969696972,0.41193181818181834,0.006628787878788067,-0.17518939393939403,4.421401515151516
2019_1113_1181,0.5,2019,1113,1181,10,-0.1654411764705882,-5.6875,5.503676470588232,-3.90625,-4.443014705882355,-0.014705882352941124,-2.8088235294117645,2.139705882352942,3.8180147058823515,-1.226102941176471,-0.569852941176471,-2.3180147058823533,0.476102941176471,-3.2518382352941178,-3.6047794117647056,4.053308823529411
2019_1113_1192,0.5,2019,1113,1192,-5,0.10685483870967738,3.070564516129039,0.5786290322580641,0.4002016129032242,4.242943548387096,-0.556451612903226,1.9274193548387082,2.826612903225806,6.357862903225808,2.930443548387096,4.715725806451612,-0.341733870967742,0.14213709677419395,-1.297379032258065,-0.4264112903225805,3.164314516129032
2019_1113_1196,0.5,2019,1113,1196,1,0.12867647058823528,9.547794117647058,9.415441176470587,2.6525735294117645,3.380514705882355,-0.8970588235294112,-3.102941176470587,5.139705882352942,8.876838235294116,1.538602941176471,4.959558823529413,1.358455882352942,1.829044117647058,-0.9577205882352944,-0.4871323529411766,2.759191176470587
2019_1113_1199,0.5,2019,1113,1199,7,-0.10661764705882348,2.900735294117652,5.944852941176464,0.740808823529413,1.115808823529413,-0.25,-1.102941176470587,1.6691176470588243,4.7003676470588225,0.7150735294117645,1.8713235294117645,0.711397058823529,0.09375,-0.7518382352941178,-1.0459558823529411,0.759191176470587
2019_1113_1205,0.5,2019,1113,1205,-5,0.04233870967741937,2.038306451612897,-0.3568548387096797,0.30342741935483986,4.436491935483872,-0.49193548387096797,0.7016129032258078,1.923387096774194,4.325604838709676,5.027217741935484,2.070564516129032,-0.019153225806451957,1.819556451612904,-0.007056451612903025,0.7348790322580645,3.712701612903224
2019_1113_1209,0.5,2019,1113,1209,-3,-0.03125,2.0,0.0,0.21875,2.09375,-2.375,-3.8125,3.9375,5.4375,4.125,3.21875,1.46875,1.8125,-1.625,-1.46875,2.4375
2019_1113_1211,0.5,2019,1113,1211,10,-0.22159090909090906,-11.035984848484844,8.001893939393938,-5.58806818181818,-1.0464015151515156,-0.5378787878787881,-0.08333333333333215,0.6780303030303045,4.148674242424242,2.610795454545455,-1.27840909090909,-4.618371212121211,3.2301136363636367,-1.3267045454545459,-2.2660984848484844,3.8456439393939377
