Result,Season,Team1,Team2,deltaSeed,deltaWinPct,deltaPointsFor,deltaPointsAgainst,deltaFGM,deltaFGA,deltaFGM3,deltaFGA3,deltaFTM,deltaFTA,deltaOR,deltaDR,deltaAst,deltaTO,deltaStl,deltaBlk,deltaPF
1,2003,1266,1221,-11,-0.04064039408866993,9.048029556650249,9.471674876847295,3.0073891625615765,3.525862068965516,0.4753694581280783,0.4913793103448274,2.5578817733990125,1.4692118226600996,1.0381773399014786,-0.23891625615763346,0.9076354679802972,-0.3596059113300498,-1.9655172413793105,-0.839901477832512,0.26354679802955516
1,2003,1281,1356,-5,-0.12258064516129041,-2.7591397849462282,-1.6161290322580584,-1.205376344086023,1.3268817204301087,1.3838709677419354,5.134408602150538,-1.7322580645161292,-1.2387096774193544,2.650537634408602,3.436559139784947,0.17526881720430154,1.112903225806452,-2.256989247311828,1.1225806451612899,-2.462365591397848
1,2003,1323,1454,-7,-0.05698924731182797,2.99677419354839,1.2602150537634316,-0.040860215053761806,3.044086021505379,0.5236559139784953,-0.025806451612904624,2.554838709677419,1.4053763440860223,-0.14623655913978517,3.870967741935484,-0.19677419354838932,-2.092473118279571,-1.3483870967741947,2.045161290322581,-3.907526881720429
1,2003,1328,1354,-15,0.13333333333333341,-1.6333333333333258,-11.100000000000001,0.466666666666665,2.1666666666666643,2.3,3.4999999999999982,-4.866666666666669,-7.199999999999999,-0.8333333333333339,0.6999999999999993,3.8999999999999986,-7.666666666666664,-1.0666666666666664,0.8666666666666667,-2.133333333333333
1,2003,1390,1360,-9,0.13479262672811065,-2.4205069124423915,-4.6036866359446975,0.43087557603686477,4.496543778801843,0.006912442396313168,1.3513824884792633,-3.289170506912443,-5.547235023041477,2.2062211981566815,-1.2281105990783416,-1.7476958525345623,-3.855990783410137,0.12327188940092171,-0.0737327188940089,-1.6267281105990783
1,2003,1409,1173,9,-0.11790878754171297,0.7230255839822064,-1.0522803114571673,1.9043381535038932,2.825361512791993,-0.8720800889877642,-2.53948832035595,-2.2135706340378185,-3.406006674082313,-2.321468298109009,2.634037819799776,-0.4327030033370427,1.0122358175750836,2.2013348164627367,2.0689655172413794,-0.2636262513904306
1,2003,1458,1451,-7,-0.10344827586206895,-3.4827586206896655,-8.482758620689651,0.4137931034482776,1.0344827586206904,0.137931034482758,-0.8275862068965516,-4.448275862068966,-6.241379310344829,-0.03448275862069039,-0.20689655172413524,-0.9655172413793114,-1.931034482758621,0.2068965517241379,2.1724137931034484,-4.03448275862069
0,2003,1386,1120,-3,0.1597701149425288,0.5206896551724185,-6.290804597701147,-1.45862068965517,-0.28620689655172526,2.4011494252873566,5.52873563218391,1.036781609195403,0.9218390804597689,-0.7609195402298852,1.5712643678160916,0.5999999999999996,-2.9689655172413794,-0.8264367816091953,0.5850574712643679,2.3919540229885037
0,2003,1280,1139,-7,-0.12758620689655176,1.5804597701149419,-0.7643678160919549,2.2643678160919514,5.144827586206894,-2.9160919540229884,-5.662068965517243,-0.03218390804597604,1.0816091954022973,4.8390804597701145,4.220689655172414,1.5344827586206904,5.219540229885057,2.3885057471264357,1.871264367816092,-0.16896551724138043
0,2003,1358,1196,13,0.0035842293906810374,-4.125448028673844,0.5818399044205478,-2.6391875746714426,-3.1457586618876903,-2.195937873357228,-4.054958183990443,3.3488649940262825,4.583034647550779,-0.02867383512544741,1.7048984468339299,-0.8267622461170827,2.316606929510156,0.040621266427717906,1.4958183990442055,2.6893667861409796
0,2003,1104,1231,3,-0.017857142857142905,-1.2455357142857082,-2.0,0.5982142857142847,2.2410714285714306,-1.1741071428571432,-1.7678571428571423,-1.2678571428571423,-1.696428571428573,2.352678571428571,-1.696428571428573,-1.7053571428571423,1.7857142857142865,2.1696428571428568,-1.5580357142857144,-0.0267857142857153
1,2003,1246,1237,-15,0.3125,6.28125,-6.3125,4.03125,4.46875,-0.59375,-2.0,-1.1875,-1.84375,1.1875,3.25,2.8125,-1.84375,-0.375,3.28125,-1.96875
1,2003,1257,1122,-9,0.059259259259259345,12.129629629629619,0.7629629629629591,4.411111111111108,8.75925925925926,2.4333333333333336,6.214814814814812,0.8740740740740733,1.1000000000000014,2.5703703703703695,0.87777777777778,3.192592592592595,-1.8555555555555543,0.16296296296296298,0.06666666666666643,4.0
0,2003,1423,1268,5,0.12142857142857144,-9.419047619047632,-7.25714285714286,-3.395238095238092,-6.9571428571428555,0.016666666666666607,1.4357142857142833,-2.6452380952380956,-3.3714285714285737,-3.783333333333333,-3.616666666666667,-4.226190476190476,-2.640476190476191,-1.692857142857143,-4.707142857142857,-0.5666666666666664
1,2003,1277,1160,-3,-0.032258064516129004,-8.290322580645167,-9.096774193548384,-4.161290322580648,-10.225806451612904,-0.06451612903225801,-1.870967741935484,0.0967741935483879,-1.8064516129032242,-3.806451612903226,-3.70967741935484,0.2258064516129039,0.548387096774194,0.25806451612903203,-2.9354838709677424,2.3225806451612883
0,2003,1335,1329,5,0.12515964240102162,1.4610472541507136,-2.7994891443167305,-0.6551724137931032,-3.8952745849297585,4.137931034482759,8.886334610472542,-1.3665389527458487,-3.5670498084291182,-3.0459770114942515,0.11621966794380612,2.610472541507024,-1.6551724137931032,-1.607918263090676,-3.438058748403576,-2.3601532567049794
0,2003,1447,1338,13,-0.18924731182795707,0.9483870967741979,12.618279569892472,0.3591397849462368,4.177419354838712,0.6655913978494628,0.5559139784946261,-0.435483870967742,-3.5096774193548406,0.6999999999999993,-3.011827956989247,-1.6698924731182778,-0.13225806451612954,-0.5505376344086015,-1.2935483870967737,-0.38602150537634117
1,2003,1345,1261,1,-0.034562211981566726,-1.4758064516128968,2.3467741935483843,-3.056451612903224,-0.6716589861751103,-1.6347926267281112,-2.080645161290324,6.271889400921658,5.629032258064516,-0.2200460829493096,-1.0518433179723488,-4.137096774193548,-0.04953917050691281,-0.8214285714285712,-1.2327188940092166,3.466589861751153
0,2003,1264,1393,11,-0.03448275862068961,-3.931034482758619,-2.1379310344827616,-3.31034482758621,-4.655172413793103,0.2758620689655178,-0.03448275862069039,2.413793103448274,0.27586206896551957,-3.0,-3.586206896551726,-1.1034482758620676,0.5862068965517242,0.862068965517242,-3.379310344827586,5.344827586206897
1,2003,1400,1421,-15,0.3374384236453202,7.650246305418719,-9.769704433497537,3.620689655172413,5.635467980295566,-0.625615763546798,-1.2142857142857153,1.0344827586206904,2.8546798029556655,3.9027093596059093,2.970443349753694,1.4655172413793096,-2.77832512315271,-0.6761083743842358,0.8571428571428572,1.25369458128079
0,2003,1332,1428,-1,-0.04791666666666672,15.485416666666666,13.96875,5.427083333333332,11.266666666666666,1.833333333333333,4.233333333333334,2.7979166666666675,1.8562499999999993,1.2416666666666671,1.3000000000000007,4.268750000000001,2.5187500000000007,3.364583333333333,-0.9854166666666666,0.8374999999999986
0,2003,1190,1448,13,-0.19795657726692206,1.289910600255439,9.860791826309068,1.9361430395913146,4.166028097062579,-0.8812260536398471,-2.538952745849299,-1.7011494252873582,-1.8058748403575997,-0.7586206896551726,-2.893997445721581,-0.5491698595146879,3.637292464878671,4.289910600255428,0.8799489144316732,1.0357598978288642
0,2003,1407,1462,11,0.0,1.1333333333333258,4.599999999999994,1.4333333333333336,6.133333333333326,3.033333333333333,10.566666666666666,-4.766666666666666,-4.833333333333332,1.1333333333333329,-0.8000000000000007,-1.3333333333333321,0.6999999999999993,4.066666666666666,2.166666666666667,0.8333333333333339
0,2003,1211,1112,8,-0.15092165898617516,-8.149769585253452,-2.0564516129032313,-4.256912442396313,-10.2626728110599,0.12557603686635943,-1.0069124423963132,0.2384792626728114,-0.35483870967741993,-3.243087557603687,-2.3202764976958505,-1.9009216589861744,-0.23732718894009253,-1.6578341013824875,-0.6981566820276499,0.8951612903225801
0,2003,1390,1163,-1,0.041935483870967794,-7.775268817204292,-4.432258064516134,-3.888172043010755,-4.167741935483875,0.8688172043010756,3.6870967741935488,-0.8677419354838705,-1.3258064516129053,-1.0247311827956995,-2.7709677419354826,-0.9881720430107528,-1.4774193548387107,-0.4172043010752686,-4.378494623655914,0.11612903225806548
0,2003,1141,1181,8,-0.006896551724137945,-2.621839080459779,2.84137931034482,-0.7459770114942543,-7.643678160919542,-0.5057471264367814,-2.668965517241382,-0.6241379310344826,-2.894252873563218,-3.1804597701149433,0.1758620689655146,1.7873563218390807,4.208045977011496,-1.3965517241379306,-1.1333333333333337,-0.3011494252873561
1,2003,1242,1113,-8,0.1459770114942529,5.367816091954012,-2.805747126436785,3.0264367816091955,5.403448275862068,0.7999999999999998,1.5471264367816087,-1.4850574712643692,-2.073563218390806,0.6103448275862071,3.589655172413792,1.1816091954023005,0.9000000000000004,4.926436781609195,0.658620689655173,-2.7137931034482783
1,2003,1266,1281,-3,0.14400921658986177,6.618663594470036,1.1947004608294947,1.0529953917050712,-2.943548387096776,-1.6981566820276495,-5.717741935483872,6.210829493087557,5.4458525345622135,-0.3767281105990783,-1.8317972350230391,2.579493087557605,-0.04147465437788078,0.29032258064516103,-0.6797235023041472,1.7718894009216584
1,2003,1323,1228,1,-0.0903225806451613,4.663440860215047,9.79354838709677,0.1258064516129025,4.877419354838715,0.8569892473118284,1.6075268817204282,3.554838709677419,3.7387096774193544,1.6537634408602155,1.4709677419354854,-1.3634408602150536,-0.39247311827957,0.45161290322580605,2.545161290322581,-2.907526881720429
1,2003,1328,1143,-7,0.07586206896551728,-3.31609195402298,-9.59195402298851,-2.078160919540231,-2.1908045977011525,1.052873563218391,1.9321839080459746,-0.21264367816091934,-0.9172413793103438,0.8919540229885055,0.5873563218390778,-1.833333333333334,-2.3724137931034477,0.3816091954022989,0.9735632183908045,1.4965517241379338
0,2003,1409,1458,8,-0.04894327030033363,2.791991101223587,6.5684093437152455,1.3526140155728577,3.1357063403781993,0.40378197997775356,0.9432703003337046,-0.3170189098998879,-0.06117908787541637,0.8509454949944395,3.2547274749721886,1.4638487208008897,3.805339265850945,0.6151279199110125,2.1724137931034484,2.49499443826474
0,2003,1448,1120,-8,0.1942528735632184,8.313793103448276,2.05402298850575,0.4379310344827587,2.541379310344823,0.47011494252873565,1.3908045977011518,6.967816091954024,6.8873563218390785,2.825287356321839,4.364367816091953,1.1862068965517238,-0.796551724137931,-1.6195402298850574,-0.5873563218390805,2.1160919540229877
0,2003,1257,1139,-8,-0.027586206896551668,13.247126436781599,7.535632183908049,3.8977011494252842,10.178160919540232,-0.049425287356321235,1.5379310344827566,5.501149425287355,8.548275862068966,5.372413793103448,4.720689655172414,3.634482758620692,2.9528735632183913,0.8551724137931034,2.8712643678160923,6.597701149425287
0,2003,1428,1246,8,-0.13958333333333328,-10.797916666666666,-4.09375,-5.302083333333332,-7.672916666666666,1.260416666666667,2.1729166666666657,-1.4541666666666675,-1.9812499999999993,-2.741666666666667,-0.9562500000000007,-2.9875000000000007,-1.3625000000000007,-3.145833333333333,-1.3270833333333334,2.7250000000000014
1,2003,1268,1462,3,-0.15476190476190477,2.5523809523809575,0.8904761904761926,2.6285714285714263,4.157142857142851,0.31666666666666643,-0.8023809523809504,-3.0214285714285705,-2.795238095238094,-0.18333333333333357,1.25,2.4928571428571438,1.0738095238095244,5.426190476190476,3.5738095238095235,3.2333333333333325
1,2003,1277,1196,5,-0.16129032258064513,-8.677419354838719,-3.7096774193548328,-3.903225806451612,-5.41935483870968,-3.774193548387097,-8.741935483870968,2.903225806451612,3.193548387096776,-0.12903225806451601,0.0,-2.806451612903224,1.161290322580646,-1.387096774193549,-0.3870967741935485,3.129032258064516
1,2003,1338,1231,-5,0.2416666666666667,4.068749999999994,-8.166666666666664,3.429166666666667,-1.4375,-1.1645833333333337,-3.8583333333333343,-1.625,0.1750000000000007,0.08125000000000071,-0.25833333333333286,3.9541666666666657,3.5999999999999996,3.6291666666666664,-1.2437500000000004,-0.09583333333333499
0,2003,1329,1393,3,-0.13793103448275856,-11.379310344827587,-7.689655172413801,-4.586206896551726,-6.793103448275858,-0.3793103448275863,-2.8965517241379324,-1.8275862068965534,-1.275862068965516,-1.931034482758621,-2.8275862068965516,-2.724137931034482,1.0344827586206886,0.4827586206896548,-1.6896551724137927,3.5517241379310356
0,2003,1345,1400,8,-0.1428571428571428,-7.107142857142861,-3.4285714285714306,-4.25,-8.035714285714285,-0.75,-1.2857142857142847,2.1428571428571423,1.7142857142857153,-5.785714285714285,-2.678571428571427,-2.25,0.39285714285714235,0.7857142857142856,-0.9285714285714288,-0.5357142857142847
0,2003,1323,1112,4,-0.18317972350230416,-5.117511520737324,0.9435483870967687,-3.095622119815669,-5.0368663594469965,1.2546082949308763,1.7027649769585231,-0.18087557603686477,-2.161290322580644,-3.791474654377881,-0.7718894009216584,-0.7396313364055302,-2.0115207373271904,-1.0126728110599075,1.4308755760368665,-1.524193548387096
1,2003,1242,1181,-1,-0.033333333333333326,-0.63333333333334,-4.033333333333346,2.866666666666667,1.9666666666666615,-2.533333333333333,-6.466666666666669,-3.833333333333332,-3.9333333333333336,0.5333333333333332,3.799999999999997,2.9000000000000004,0.8666666666666671,1.6333333333333329,-0.2333333333333334,-4.566666666666666
1,2003,1246,1458,-4,0.14762931034482762,6.807112068965523,5.404094827586206,3.4342672413793096,4.509698275862071,-0.3351293103448274,-0.7855603448275872,0.2737068965517242,1.3329741379310356,2.5646551724137936,1.6045258620689644,2.8771551724137936,3.545258620689655,0.8469827586206895,2.2661637931034484,2.5474137931034484
1,2003,1266,1338,1,-0.0452380952380953,3.7928571428571445,8.845238095238095,0.34761904761904816,2.75,-0.5809523809523807,-2.5166666666666657,3.678571428571427,0.8071428571428569,1.807142857142857,-1.2952380952380942,-1.4452380952380928,-1.5285714285714285,-2.0666666666666664,-0.45714285714285685,0.6761904761904773
1,2003,1277,1268,1,-0.06566820276497698,-13.559907834101395,-5.889400921658989,-6.396313364055299,-12.26036866359447,-1.846774193548387,-3.5771889400921673,1.0794930875576032,0.5576036866359431,-3.07258064516129,-2.491935483870968,-5.27995391705069,0.4412442396313363,-4.505760368663594,-2.8974654377880182,1.0322580645161281
0,2003,1139,1328,11,0.027586206896551668,-2.580459770114942,0.7643678160919549,-1.197701149425285,-5.878160919540228,1.016091954022988,2.895402298850577,-1.2011494252873565,-2.048275862068966,-4.305747126436781,-4.587356321839078,-1.2011494252873565,-1.386206896551725,-0.5885057471264368,-1.9045977011494253,-2.5310344827586206
0,2003,1120,1393,7,-0.1942528735632184,-10.00344827586207,-4.329885057471273,-3.54137931034483,-7.506896551724132,0.39195402298850635,0.47126436781609016,-3.3126436781609208,-3.8873563218390785,-2.377011494252873,-4.329885057471266,-1.5655172413793093,2.2793103448275858,-0.2770114942528732,-2.30919540229885,-0.21954022988505528
0,2003,1163,1400,4,-0.08571428571428574,1.1761904761904702,2.721428571428575,1.533333333333335,-0.22857142857142776,0.20952380952380967,-1.0857142857142854,-2.0999999999999996,-1.6857142857142833,-1.4119047619047596,1.7571428571428562,1.1333333333333329,2.371428571428572,-0.45952380952380967,3.876190476190476,-1.957142857142859
0,2003,1112,1242,-1,0.1261904761904762,3.8809523809523796,3.88333333333334,0.08809523809523867,3.414285714285711,2.2357142857142858,5.93809523809524,1.4690476190476183,0.8666666666666671,0.8785714285714281,0.7428571428571438,0.9095238095238081,-0.11428571428571388,-1.6690476190476193,-0.6857142857142859,1.0500000000000007
1,2003,1266,1246,2,-0.0848214285714286,0.8616071428571388,3.5848214285714306,-1.2544642857142847,-2.15625,-0.12053571428571441,-1.34375,3.491071428571427,2.8258928571428577,0.23214285714285765,-0.08482142857142705,0.13392857142857295,-0.4910714285714288,-1.8125,-1.4508928571428572,1.2678571428571423
0,2003,1328,1393,-2,-0.027586206896551668,-8.936781609195393,-9.729885057471272,-3.9747126436781635,-5.673563218390804,2.2252873563218394,3.104597701149423,-3.212643678160921,-5.020689655172411,-2.1770114942528735,-1.9298850574712674,-0.7988505747126435,-1.8206896551724139,-1.3770114942528728,-3.5091954022988503,2.013793103448279
0,2003,1277,1400,6,-0.17281105990783407,-11.631336405529964,-7.710829493087559,-4.967741935483872,-11.331797235023046,-0.9539170506912438,-3.3986175115207367,-0.741935483870968,-1.6566820276497687,-5.501152073732717,-1.8847926267281103,-0.887096774193548,1.1198156682027651,-0.0057603686635951945,-0.14746543778801868,-0.32488479262672953
0,2003,1266,1242,1,0.05476190476190468,-2.94047619047619,1.3119047619047706,-3.019047619047619,-6.049999999999997,0.9857142857142858,1.1166666666666671,2.1119047619047606,-0.5261904761904752,-1.192857142857143,-2.8285714285714256,-0.41190476190476133,-1.3285714285714292,-4.133333333333333,-1.2571428571428576,1.942857142857143
0,2003,1400,1393,-2,-0.041871921182266014,-1.2463054187192029,-1.2179802955665053,-1.2413793103448292,0.22167487684729537,0.6157635467980294,0.9236453201970427,0.6206896551724128,0.1650246305418719,1.8682266009852206,-0.75369458128079,-0.4655172413793096,-0.19211822660098576,-1.9174876847290632,-3.4187192118226597,3.7709359605911352
0,2003,1242,1393,-1,-0.060919540229884994,1.2298850574712645,-3.529885057471276,0.9919540229885051,0.09310344827586192,-0.4413793103448276,-1.7287356321839091,-0.31264367816092076,0.51264367816092,-0.010344827586205696,0.003448275862066197,1.7678160919540247,1.2793103448275858,1.8229885057471265,-2.3758620689655165,0.11379310344827687
0,2004,1250,1197,0,0.17619047619047623,-6.242857142857133,-10.288095238095238,-0.31666666666666643,-1.8023809523809504,-2.3238095238095235,-6.649999999999999,-3.2857142857142865,-4.711904761904762,-0.25476190476190474,1.895238095238092,-0.1999999999999993,-2.290476190476191,-1.154761904761905,1.7214285714285715,-3.042857142857141
1,2004,1104,1356,-1,-0.27586206896551724,0.9310344827586192,4.551724137931039,-1.413793103448274,-4.172413793103445,1.1724137931034484,0.4827586206896548,2.586206896551724,3.4137931034482776,-1.8965517241379324,1.7931034482758612,-2.2413793103448274,1.2068965517241388,-3.8275862068965525,0.0,-1.0344827586206904
1,2004,1163,1436,-13,0.08484848484848495,12.690909090909088,1.8393939393939363,6.287878787878789,6.703030303030303,-0.006060606060606766,-3.530303030303031,0.1212121212121211,2.045454545454543,3.66969696969697,4.584848484848486,3.675757575757576,1.2212121212121207,-0.8484848484848486,5.8606060606060595,0.7939393939393948
1,2004,1177,1173,-3,-0.050000000000000044,2.89791666666666,3.5729166666666714,2.102083333333333,2.47291666666667,-1.2750000000000004,-5.433333333333334,-0.03125,-1.0874999999999986,-0.15208333333333357,-2.0145833333333343,-1.2041666666666675,-0.8479166666666664,1.1687500000000002,-0.4770833333333333,0.3062499999999986
1,2004,1181,1106,-15,0.3104166666666667,18.31666666666667,4.368749999999999,6.995833333333334,9.735416666666666,1.6541666666666668,2.9645833333333336,2.6708333333333325,1.377083333333335,1.7062500000000007,0.07708333333333428,3.9833333333333325,-3.0124999999999993,2.2770833333333336,3.6791666666666667,0.01875000000000071
0,2004,1434,1211,13,-0.3448275862068966,-10.068965517241367,5.517241379310349,-4.27586206896552,-0.6206896551724128,-1.2413793103448283,1.1379310344827598,-0.275862068965516,1.1034482758620676,0.3448275862068968,-1.413793103448274,-2.793103448275863,2.6206896551724146,0.3793103448275863,-0.5172413793103448,6.586206896551724
0,2004,1196,1264,-7,-0.16091954022988508,2.621839080459779,5.685057471264372,2.5540229885057464,0.5931034482758619,2.4413793103448267,5.944827586206898,-4.927586206896551,-6.303448275862067,-1.939080459770116,2.24367816091954,5.4735632183908045,1.666666666666666,-2.914942528735633,-1.039080459770115,-1.4436781609195393
0,2004,1431,1268,9,0.12528735632183907,-1.8839080459770088,-4.52528735632184,-2.4114942528735632,-9.149425287356323,0.8666666666666663,0.5287356321839081,2.072413793103447,-1.3551724137931025,-5.49080459770115,-1.6643678160919535,2.242528735632183,-1.581609195402299,-1.7333333333333325,-4.145977011494253,-2.431034482758619
0,2004,1277,1305,-3,-0.11264367816091947,-4.051724137931032,1.1781609195402183,-1.7666666666666657,-8.283908045977007,1.51264367816092,1.4931034482758605,-2.0310344827586224,-4.347126436781611,-4.296551724137931,-4.087356321839078,0.4908045977011497,1.6206896551724146,0.568965517241379,-2.837931034482759,2.527586206896551
1,2004,1314,1102,-5,-0.1428571428571428,22.89285714285714,25.035714285714278,9.357142857142858,22.071428571428577,-1.9642857142857135,-3.8571428571428577,6.142857142857142,9.714285714285714,9.214285714285715,9.285714285714285,5.107142857142858,4.857142857142856,1.821428571428572,1.8571428571428572,1.8571428571428577
0,2004,1112,1371,1,0.011083743842364546,15.231527093596057,13.949507389162562,5.4100985221674875,8.142857142857146,1.4150246305418719,2.349753694581281,2.99630541871921,2.0800492610837438,2.110837438423644,0.36822660098522064,5.646551724137932,1.8226600985221673,0.1798029556650249,1.408866995073892,-2.038177339901477
1,2004,1386,1251,-15,0.4158986175115208,9.043778801843331,-5.5,2.468894009216587,-1.0529953917050676,3.717741935483871,4.125576036866359,0.3882488479262669,0.012672811059907474,-3.547235023041475,-0.9112903225806441,2.7615207373271886,-4.0921658986175125,0.36866359447004626,0.24884792626728114,-2.3836405529953915
1,2004,1390,1427,-15,0.3952380952380953,1.5047619047619065,-11.942857142857136,2.2476190476190503,-1.7000000000000028,-1.8357142857142854,-5.300000000000001,-1.1547619047619069,-3.130952380952383,-1.257142857142858,0.05714285714285694,3.7595238095238095,-3.140476190476191,-0.526190476190477,1.647619047619048,-2.5547619047619072
0,2004,1140,1393,7,-0.04629629629629628,-0.7433862433862402,-1.4510582010582027,-2.49338624338624,-8.00925925925926,1.048941798941799,1.6984126984126977,3.194444444444443,1.7341269841269842,-3.965608465608465,-1.2698412698412724,-0.6904761904761916,1.2142857142857135,-0.7076719576719581,-3.5978835978835977,1.4682539682539684
0,2004,1343,1400,11,-0.03589743589743599,-14.63333333333334,-9.592307692307699,-5.253846153846155,-15.97948717948718,-0.7615384615384615,-1.2897435897435905,-3.364102564102563,-5.8615384615384585,-7.723076923076924,-2.907692307692308,-0.717948717948719,1.6333333333333329,-0.3128205128205126,-0.6307692307692307,-1.3179487179487168
1,2004,1403,1150,-1,-0.03663793103448276,-5.93857758620689,-5.010775862068968,-0.012931034482758008,-1.8038793103448256,-4.105603448275862,-11.814655172413794,-1.807112068965516,-5.824353448275861,-3.4461206896551726,-3.4849137931034484,-1.4568965517241388,-2.8415948275862064,-0.4741379310344822,0.5657327586206895,-2.1778017241379324
1,2004,1448,1433,-9,-0.08809523809523812,13.021428571428572,12.076190476190469,2.4333333333333336,5.428571428571431,1.0761904761904768,2.9642857142857153,7.078571428571427,6.859523809523807,1.7023809523809526,-1.8999999999999986,2.75,-1.397619047619047,2.5166666666666666,-0.6166666666666667,3.2547619047619065
0,2004,1428,1130,5,0.02318548387096775,-3.8467741935483843,-6.137096774193552,-0.9274193548387082,-4.17842741935484,2.217741935483871,3.443548387096774,-4.209677419354838,-7.086693548387096,-2.16733870967742,0.28125,-3.099798387096774,0.8508064516129039,-2.579637096774194,0.4848790322580645,1.577620967741936
1,2004,1153,1190,-9,-0.027586206896551668,-1.0310344827586135,-7.341379310344827,-1.3114942528735618,-2.0034482758620697,1.267816091954023,1.972413793103449,0.32413793103448185,0.8149425287356316,0.9264367816091941,-1.3839080459770123,0.6540229885057496,-4.072413793103449,-3.0310344827586206,-0.5195402298850578,2.5712643678160916
1,2004,1210,1320,-11,0.02909482758620685,8.855603448275858,2.0398706896551744,4.127155172413794,5.306034482758619,0.181034482758621,-0.8318965517241388,0.4202586206896548,1.8965517241379324,2.443965517241379,0.19719827586206762,2.78125,2.813577586206897,3.6023706896551726,2.8782327586206895,4.25323275862069
0,2004,1293,1228,7,0.033333333333333326,8.266666666666666,6.6000000000000085,2.900000000000002,2.1666666666666643,-0.43333333333333357,-0.8000000000000007,2.9000000000000004,3.633333333333333,0.1999999999999993,2.366666666666667,2.0666666666666664,1.2333333333333343,0.8333333333333339,0.4666666666666668,-1.033333333333335
0,2004,1227,1242,9,0.05990783410138245,-4.857142857142861,-5.6624423963133665,-1.444700460829491,-2.2396313364055302,-0.75,-4.468894009216589,-1.21774193548387,0.5576036866359431,1.2188940092165907,-4.338709677419356,-2.475806451612904,-1.8479262672811068,0.7845622119815667,-2.1866359447004613,-2.8191244239631352
1,2004,1246,1197,-15,0.4,1.0333333333333456,-11.166666666666671,3.6000000000000014,1.06666666666667,-2.2666666666666666,-6.933333333333334,-3.9000000000000004,-5.0,0.36666666666666714,1.5,2.9000000000000004,-2.4333333333333336,-0.43333333333333357,1.7666666666666666,-3.466666666666665
